n,k,entry,factors,max_factor
51,-22,1840442760407019752640987077008,"{2: 4, 115027672525438734540061692313: 1}",115027672525438734540061692313
51,-20,1277380353418126608421914627808,"{2: 5, 238512151991: 1, 167363112156326209: 1}",167363112156326209
51,-18,826930427827012093046656668448,"{2: 5, 13: 1, 12119: 1, 164024550575981312926987: 1}",164024550575981312926987
51,-16,498477357083491092252197739748,"{2: 2, 124619339270872773063049434937: 1}",124619339270872773063049434937
51,-14,279508643254477091722558453948,"{2: 2, 881: 1, 4787: 1, 16568985386694353803621: 1}",16568985386694353803621
51,-12,145694429247857424732223334848,"{2: 6, 73417: 1, 31007470435972217081071: 1}",31007470435972217081071
51,-10,70570659980983225720105373248,"{2: 6, 1102666562202862901876646457: 1}",1102666562202862901876646457
51,-8,31756712526431556230511093088,"{2: 5, 941: 1, 31954225837: 1, 33004080343027: 1}",33004080343027
51,-6,13273880405216475521180483488,"{2: 5, 675457: 1, 5165513: 1, 118887653782549: 1}",118887653782549
51,-4,5152635988318940057989761088,"{2: 6, 131: 1, 193: 1, 4421: 1, 31185811: 1, 23096348629: 1}",23096348629
51,-2,1857058543780809725100772288,"{2: 6, 49954129: 1, 580863690898807423: 1}",580863690898807423
51,0,621217002079010850267401488,"{2: 4, 38826062629938178141712593: 1}",38826062629938178141712593
52,-49,20282400988875818121716186043028,"{2: 2, 37: 1, 17050729021: 1, 8037383607237646741: 1}",8037383607237646741
52,-47,20282254537686328983788076912232,"{2: 3, 2535281817210791122973509614029: 1}",2535281817210791122973509614029
52,-45,20281034111107252834387167488932,"{2: 2, 61: 1, 173: 1, 7741: 1, 425149: 1, 145987589155332329: 1}",145987589155332329
52,-43,20274389566398949354315549517632,"{2: 6, 199: 1, 99563: 1, 15988832856617770595249: 1}",15988832856617770595249
52,-41,20247811387565735434029077632432,"{2: 4, 59: 1, 239: 1, 778663: 1, 115254702147590092729: 1}",115254702147590092729
52,-39,20164533093888331817131465725472,"{2: 5, 147977: 1, 1350828163: 1, 3152418497515171: 1}",3152418497515171
52,-37,19951710787823855907282013074352,"{2: 4, 29: 1, 41: 1, 193: 1, 14767: 1, 367983816777621881233: 1}",367983816777621881233
52,-35,19495662989114264671890328821952,"{2: 6, 1259: 1, 319093: 1, 758254554552380256389: 1}",758254554552380256389
52,-33,18659575358146680740338907692552,"{2: 3, 19: 1, 2239: 1, 71137021632877: 1, 770740883417: 1}",71137021632877
52,-31,17328028390309417441942199967952,"{2: 4, 1083001774394338590121387497997: 1}",1083001774394338590121387497997
52,-29,15463862635337248824186809153512,"{2: 3, 73: 1, 3810643: 1, 6948752964087925717751: 1}",6948752964087925717751
52,-27,13147777909462736299096778141632,"{2: 6, 241: 1, 723260633: 1, 1178583931461782471: 1}",1178583931461782471
52,-25,10574350436268833493441188128432,"{2: 4, 11: 1, 613: 1, 1493: 1, 1819798063: 1, 36074269914871: 1}",36074269914871
52,-23,8000922963074930687785598115232,"{2: 5, 262543: 1, 504263153: 1, 1888567153394419: 1}",1888567153394419
52,-21,5672583820661399577906730960432,"{2: 4, 449321: 1, 5658748079: 1, 139438872506053: 1}",139438872506053
52,-19,3758171636899162887561884633152,"{2: 6, 3481747: 1, 16865507983937207418619: 1}",16865507983937207418619
52,-17,2322362499077485369803249887692,"{2: 2, 89: 1, 2767206017: 1, 2357428440770838571: 1}",2357428440770838571
52,-15,1337003286846922367419873101592,"{2: 3, 19583: 1, 8534208796193907773450653: 1}",8534208796193907773450653
52,-13,716591930998049365919228458492,"{2: 2, 145865651: 1, 68603149: 1, 17902547580377: 1}",17902547580377
52,-11,357406409190807101892539454592,"{2: 7, 587: 1, 2339289917: 1, 2033434634623991: 1}",2033434634623991
52,-9,165840797560277894411638652512,"{2: 5, 664185209: 1, 7802830977765245899: 1}",7802830977765245899
52,-7,71578353742080982794052543552,"{2: 6, 643: 1, 2625067: 1, 662598374772676753: 1}",662598374772676753
52,-5,28731788370173295695149766752,"{2: 5, 1831: 1, 6607: 1, 7793: 1, 341171: 1, 27915360761: 1}",27915360761
52,-3,10723811619661369233292077952,"{2: 7, 229: 1, 134947: 1, 30253: 1, 89613211741181: 1}",89613211741181
52,-1,3720709550017842275902976752,"{2: 4, 2839460629231: 1, 81897366169537: 1}",81897366169537
53,-50,81129612570279124789095809415100,"{2: 2, 5: 2, 7: 1, 53: 1, 131: 1, 313: 1, 31357: 1, 500111: 1, 3400861504301: 1}",3400861504301
53,-48,81129164601934805073080416779724,"{2: 2, 1741079: 1, 76269731: 1, 152737726103595319: 1}",152737726103595319
53,-46,81125356871008087486949579379028,"{2: 2, 1061: 1, 11168144123683: 1, 2564669: 1, 667373431: 1}",11168144123683
53,-44,81104202810304100897333816041828,"{2: 2, 839: 1, 12413: 1, 1212972838279: 1, 1605068517469: 1}",1605068517469
53,-42,81017823729096155656402782414928,"{2: 4, 797978139692551: 1, 6345554760459283: 1}",6345554760459283
53,-40,80741410669230730885423474808848,"{2: 4, 19: 1, 23: 1, 34339411: 1, 336280799699251772879: 1}",336280799699251772879
53,-38,80019665457359899538977504948528,"{2: 4, 557: 1, 633407: 1, 14175510073222618991617: 1}",14175510073222618991617
53,-36,78438699755166649922952999540208,"{2: 4, 181: 1, 6323: 1, 4283597403059701904023601: 1}",4283597403059701904023601
53,-34,75474389063554306892907051899608,"{2: 3, 71: 1, 12730158695526343: 1, 10438003854667: 1}",12730158695526343
53,-32,70643660529074933066165507596408,"{2: 3, 317: 1, 105727: 1, 489337: 1, 77666609: 1, 6932591933: 1}",6932591933
53,-30,63719616296321163914502627428488,"{2: 3, 83: 1, 127: 1, 135727: 1, 1331286008383: 1, 4181804581: 1}",1331286008383
53,-28,54907196363725457721477143578408,"{2: 3, 29: 1, 491: 1, 42261893: 1, 11405408519389019263: 1}",11405408519389019263
53,-26,44870829218269236779420342526928,"{2: 4, 1091: 1, 1553: 1, 4278539: 1, 386858738587038989: 1}",386858738587038989
53,-24,34577119325493625556797982474128,"{2: 4, 14189336503: 1, 152302396760161717711: 1}",152302396760161717711
53,-22,25018674425059129421505790996528,"{2: 4, 503: 1, 521: 1, 5966760479602979393672941: 1}",5966760479602979393672941
53,-20,16947098731358888240592384859888,"{2: 4, 34721: 1, 23599: 1, 25799: 1, 69795301: 1, 717894283: 1}",717894283
53,-18,10725259134131618996971634296228,"{2: 2, 20287: 1, 487396395463: 1, 271173758451697: 1}",271173758451697
53,-16,6333372359618252472062869192468,"{2: 2, 41227639: 1, 38404893617715123536803: 1}",38404893617715123536803
53,-14,3486779079841070465177558477068,"{2: 2, 131: 1, 233: 1, 1093: 1, 7481: 1, 3492668818136322413: 1}",3492668818136322413
53,-12,1788811158570470671596846822268,"{2: 2, 19: 1, 1109: 1, 21223614904020581268056177: 1}",21223614904020581268056177
53,-10,854928801871640785127455412128,"{2: 5, 223: 1, 383: 1, 1769449202819: 1, 176782077599: 1}",1769449202819
53,-8,380575858786520842793796283168,"{2: 5, 19: 1, 149: 1, 8994889: 1, 56633: 1, 8246810439767: 1}",8246810439767
53,-6,157773718852600869879501843808,"{2: 5, 7013: 1, 121487: 1, 42443: 1, 136346804431843: 1}",136346804431843
53,-4,60903223229157403395026000608,"{2: 5, 243210139621: 1, 7825437413411339: 1}",7825437413411339
53,-2,21885940269714896061001008208,"{2: 4, 1367871266857181003812563013: 1}",1367871266857181003812563013
53,0,7319487964856359989631677712,"{2: 4, 587: 1, 181277: 1, 174503957: 1, 24636251699: 1}",24636251699
54,-51,324518476125444056063076433389364,"{2: 2, 107: 1, 758220738610850598278215965863: 1}",758220738610850598278215965863
54,-49,324517106376083540008337059754272,"{2: 5, 11: 1, 47: 1, 569: 1, 4884421: 1, 16211633: 1, 435356420489: 1}",435356420489
54,-47,324505235214959067533929154916808,"{2: 3, 31: 1, 38636623: 1, 33866542934490471553577: 1}",33866542934490471553577
54,-45,324437965301920390178951027504512,"{2: 7, 7: 1, 4199786219: 1, 258029632349: 1, 334138787: 1}",258029632349
54,-43,324157673997592567866542163286612,"{2: 2, 23: 1, 31: 1, 51109: 1, 2223870032507816516525609: 1}",2223870032507816516525609
54,-41,323242055736788348312673206841472,"{2: 7, 39654187: 1, 63683780995022265144227: 1}",63683780995022265144227
54,-39,320800407041310429502355989654432,"{2: 5, 379: 1, 44453: 1, 595037925386490793777723: 1}",595037925386490793777723
54,-37,315335764722859849307836503569152,"{2: 8, 1666619669009: 1, 739089039841410563: 1}",739089039841410563
54,-35,304861866945829570601674155239032,"{2: 3, 2263579: 1, 16835168274766949298084701: 1}",16835168274766949298084701
54,-33,287405370650779106091403574688832,"{2: 6, 3296081861569771: 1, 1362438527021203: 1}",3296081861569771
54,-31,261802509418038424809673389881872,"{2: 4, 125933: 1, 14868569: 1, 8738665193209972621: 1}",8738665193209972621
54,-29,228441205387497537078934058163712,"{2: 9, 113: 1, 118169: 1, 1588883: 1, 21029578100906701: 1}",21029578100906701
54,-27,189519684018533168059738171159192,"{2: 3, 31: 1, 193: 1, 3959545462529942505008736653: 1}",3959545462529942505008736653
54,-25,148602187194750113449814289949312,"{2: 7, 83: 1, 3989: 1, 3506494025615579172020267: 1}",3506494025615579172020267
54,-23,109633142600671013821315355463712,"{2: 5, 305743: 1, 90108437: 1, 124356905259520051: 1}",124356905259520051
54,-21,75859970619135794143282945576192,"{2: 8, 101: 1, 1878013: 1, 41741080763: 1, 37427347303: 1}",41741080763
54,-19,49122876133753745231507287748572,"{2: 2, 673: 1, 2574337: 1, 101640313: 1, 69739260628111: 1}",69739260628111
54,-17,29725376212986376413160241873632,"{2: 5, 62873: 1, 14774513808086527808618287: 1}",14774513808086527808618287
54,-15,16793709599141463867595544623672,"{2: 3, 17: 1, 123483158817216646085261357527: 1}",123483158817216646085261357527
54,-13,8853212555552482479968098943872,"{2: 7, 331: 1, 20011: 1, 6079: 1, 47931791: 1, 35837551951: 1}",35837551951
54,-11,4353597564185393026979213058652,"{2: 2, 31: 1, 67: 1, 3833: 1, 62011: 1, 2204673284132900513: 1}",2204673284132900513
54,-9,1996656378231203313508844261632,"{2: 8, 207509: 1, 4974843555793: 1, 7555217981: 1}",4974843555793
54,-7,853897015344323452432301814592,"{2: 6, 163: 1, 297403: 1, 12545041: 1, 21939184836397: 1}",21939184836397
54,-5,340483388540073080064579845632,"{2: 9, 15985753877419: 1, 41599953517469: 1}",41599953517469
54,-3,126561044038302091578029025232,"{2: 4, 19: 1, 1231: 1, 2053: 1, 144203: 1, 1142365733084327: 1}",1142365733084327
54,-1,43844404164283976029896041344,"{2: 7, 21157: 1, 13125169: 1, 155200999: 1, 7947869: 1}",155200999
55,-52,1298073982034758894972385320744348,"{2: 2, 7: 1, 13: 1, 19: 1, 37: 1, 109: 1, 163: 1, 2053: 1, 3727: 1, 6553: 1, 157411: 1, 36174709: 1}",36174709
55,-50,1298069795253694676088087612652180,"{2: 2, 5: 1, 64903489762684733804404380632609: 1}",64903489762684733804404380632609
55,-48,1298032812020960742610124524504696,"{2: 3, 83: 1, 1770707: 1, 23815055529893: 1, 46357423339: 1}",23815055529893
55,-46,1297819131120720238070782237430344,"{2: 3, 19: 1, 26495947: 1, 322248672877144548220601: 1}",322248672877144548220601
55,-44,1296910987294698093778577517364348,"{2: 2, 953: 1, 29008303: 1, 1063151: 1, 20564807: 1, 536432849: 1}",536432849
55,-42,1293883841207957612804561783811028,"{2: 2, 47: 1, 503: 1, 5875469: 1, 2328771704730794234033: 1}",2328771704730794234033
55,-40,1285643276860719636819741175804768,"{2: 5, 41: 1, 1588334509: 1, 616942481977278297871: 1}",616942481977278297871
55,-38,1266807701209889977425865500361888,"{2: 5, 1988263: 1, 19910716370424366290857043: 1}",19910716370424366290857043
55,-36,1229921365560348561112858969286248,"{2: 3, 110291: 1, 82718708621: 1, 16851693003129371: 1}",16851693003129371
55,-34,1167077978898166888875884879305528,"{2: 3, 311533: 1, 99968982791: 1, 4684255304532997: 1}",4684255304532997
55,-32,1072812898904894380520423744334448,"{2: 4, 431: 1, 1307: 1, 10671481: 1, 97392023: 1, 114525728693: 1}",114525728693
55,-30,947126125580531036046475564373008,"{2: 4, 37: 2, 4651: 1, 9296897570003982861733627: 1}",9296897570003982861733627
55,-28,797000257443097041258148571641288,"{2: 3, 419: 1, 19469421773: 1, 12212410619847789503: 1}",12212410619847789503
55,-26,635326245602783508409181041007128,"{2: 3, 19: 1, 1290084803399221: 1, 3239924941820909: 1}",3239924941820909
55,-24,477501614996763154913760356340448,"{2: 5, 587: 1, 273881: 1, 689150978221: 1, 134682287297: 1}",689150978221
55,-22,337213054458078396251164192192288,"{2: 5, 4987: 1, 2113075586888901119480425307: 1}",2113075586888901119480425307
55,-20,223228599020397029837804808821908,"{2: 2, 11: 3, 518447: 1, 80873720181883457184361: 1}",80873720181883457184361
55,-18,138299004772712874470988013369468,"{2: 2, 227: 1, 152311679265102284659678428821: 1}",152311679265102284659678428821
55,-16,80106505010410768015946875744648,"{2: 3, 617: 1, 1723: 1, 2837017: 1, 3320056064522355523: 1}",3320056064522355523
55,-14,43353347265798911307499841455288,"{2: 3, 1589591: 1, 467824450728697: 1, 7287261193: 1}",467824450728697
55,-12,21914005248108661560905738119828,"{2: 2, 5478501312027165390226434529957: 1}",5478501312027165390226434529957
55,-10,10343566698879002967505745843548,"{2: 2, 2640749: 1, 979226603785422522881363: 1}",979226603785422522881363
55,-8,4558347424264173670805749705408,"{2: 6, 73: 1, 107: 1, 12703: 1, 546138101: 1, 1314353049259: 1}",1314353049259
55,-6,1875347180964542692626041351488,"{2: 6, 29302299702570979572281896117: 1}",29302299702570979572281896117
55,-4,720166520654979354798666921328,"{2: 4, 23: 1, 1956974240910269985865942721: 1}",1956974240910269985865942721
55,-2,258094256531154019667717149264,"{2: 4, 186191: 1, 6391247: 1, 30297301: 1, 447414577: 1}",447414577
55,0,86298158331270241221594798112,"{2: 5, 241: 1, 563: 1, 181301: 1, 131779: 1, 831916436213: 1}",831916436213
56,-53,5192296160737983592049780044538068,"{2: 2, 11: 2, 23: 1, 71: 1, 174659: 1, 942179591: 1, 39921168784201: 1}",39921168784201
56,-51,5192283367795842923236648158700888,"{2: 3, 11: 1, 1163: 1, 244141: 1, 631979: 1, 328815765826481293: 1}",328815765826481293
56,-49,5192168231316576903918461186166268,"{2: 2, 11: 1, 157: 1, 13494401: 1, 613215877: 1, 90830023042573: 1}",90830023042573
56,-47,5191490205383121456822471236795728,"{2: 4, 11: 1, 10504973075243: 1, 2807918043045008221: 1}",2807918043045008221
56,-45,5188552093004814519406514789523388,"{2: 2, 11: 1, 29: 1, 109: 1, 797: 1, 1669: 1, 28044929396372261360549: 1}",28044929396372261360549
56,-43,5178562510918570932192262868797432,"{2: 3, 11: 1, 269: 1, 3819521: 1, 57275035720883997033361: 1}",57275035720883997033361
56,-41,5150813671790116523263785311225332,"{2: 2, 11: 1, 67: 1, 397: 1, 4401065719994699495934386897: 1}",4401065719994699495934386897
56,-39,5086066380490389569097337676890432,"{2: 6, 11: 1, 1311181: 1, 743074783933: 1, 7415051875271: 1}",7415051875271
56,-37,4956571797890935660764442408220632,"{2: 3, 11: 1, 439157: 1, 8344735813: 1, 15369733168517129: 1}",15369733168517129
56,-35,4731155302254849227740513607202832,"{2: 4, 11: 1, 29: 1, 1097: 1, 844986773248580702382336839: 1}",844986773248580702382336839
56,-33,4385516675612850030437156112308872,"{2: 3, 11: 1, 33547: 1, 8681467: 1, 171116263003612657531: 1}",171116263003612657531
56,-31,3914191275646487488659850437453472,"{2: 5, 31: 1, 3945757334321055936149042779691: 1}",3945757334321055936149042779691
56,-29,3338126897909822159820921279296872,"{2: 3, 5227: 1, 79828938633772291941384189767: 1}",79828938633772291941384189767
56,-27,2702978994251447566485691694662672,"{2: 4, 61: 1, 1697: 1, 9994732693711: 1, 163282569916091: 1}",163282569916091
56,-25,2067831090593072973150462110028472,"{2: 3, 571: 1, 16861185346921: 1, 26847315293839949: 1}",26847315293839949
56,-23,1489140778370998343667252932917312,"{2: 6, 23267824662046849119800827076833: 1}",23267824662046849119800827076833
56,-21,1006898851519269485764578618658012,"{2: 2, 117900313: 1, 2135063991558846594759631: 1}",2135063991558846594759631
56,-19,638125613338535653250768848930312,"{2: 3, 97: 1, 15430666483361: 1, 53291724126062017: 1}",53291724126062017
56,-17,378618519803945178518828640603412,"{2: 2, 17: 1, 197: 1, 421: 1, 1493: 1, 152987689: 1, 293919450178241: 1}",293919450178241
56,-15,210166546807807501938446400110512,"{2: 4, 13135409175487968871152900006907: 1}",13135409175487968871152900006907
56,-13,109095363010124895990217055814772,"{2: 2, 27809: 1, 52253: 1, 20115792979: 1, 933066379771: 1}",933066379771
56,-11,52944705344745670463422975650472,"{2: 3, 7697219: 1, 859802503747549447135111: 1}",859802503747549447135111
56,-9,24018608971671523979922994959772,"{2: 2, 7093579: 1, 846491206049566938632917: 1}",846491206049566938632917
56,-7,10184388967157801748683873759872,"{2: 7, 79: 1, 1069: 1, 149610337: 1, 6297361292894327: 1}",6297361292894327
56,-5,4035846742929480757022042115472,"{2: 4, 131: 1, 151: 1, 8543: 1, 1229269669: 1, 1214252113471: 1}",1214252113471
56,-3,1494449290248441413801818369120,"{2: 5, 5: 1, 653: 1, 14303687693802080913110819: 1}",14303687693802080913110819
56,-1,516988731524964743332501543600,"{2: 4, 5: 2, 1292471828812411858331253859: 1}",1292471828812411858331253859
57,-54,20769185340748778404679836462834300,"{2: 2, 5: 2, 7: 2, 29: 1, 337: 1, 379: 1, 14197: 1, 376853: 1, 19461121: 1, 10990561: 1}",19461121
57,-52,20769146264125512361759724520640732,"{2: 2, 7: 1, 11: 1, 193: 1, 166301: 1, 73771: 1, 28479350988871390093: 1}",28479350988871390093
57,-50,20768788061745573634992031717199692,"{2: 2, 7: 1, 11: 1, 67431130070602511801922180899999: 1}",67431130070602511801922180899999
57,-48,20766638847465941274385874896553452,"{2: 2, 7: 1, 11: 1, 37409: 1, 241533923: 1, 7462103344854642317: 1}",7462103344854642317
57,-46,20757146484397565015042015605365892,"{2: 2, 7: 1, 11: 1, 137: 1, 317: 1, 434177104087: 1, 3574128698498663: 1}",3574128698498663
57,-44,20724239625760527315983303395915684,"{2: 2, 7: 1, 11: 1, 139: 1, 484075484111009233765843768007: 1}",484075484111009233765843768007
57,-42,20631003526288920501983618802473428,"{2: 2, 7: 1, 11: 1, 47: 1, 1425186759207579476511717242503: 1}",1425186759207579476511717242503
57,-40,20409012813261285230555798341896628,"{2: 2, 11: 1, 2467: 1, 61588003: 1, 13931363875081: 1, 219134327: 1}",13931363875081
57,-38,19955781774163196551390664901552328,"{2: 3, 11: 1, 169691: 1, 1336371684023741318537723441: 1}",1336371684023741318537723441
57,-36,19150037704655483343985983229829128,"{2: 3, 11: 1, 109: 1, 523: 1, 218873: 1, 17440807304092392620021: 1}",17440807304092392620021
57,-34,17887705329093399319051981944129448,"{2: 3, 11: 1, 373: 1, 2213: 1, 2902661: 1, 84837018294108337339: 1}",84837018294108337339
57,-32,16128090502552312496416707424669288,"{2: 3, 2016011312819039062052088428083661: 1}",2016011312819039062052088428083661
57,-30,13928571969375953968122614275344088,"{2: 3, 15473: 1, 112523201458798826731424208907: 1}",112523201458798826731424208907
57,-28,11447063880664164859277996363284888,"{2: 3, 1430882985083020607409749545410611: 1}",1430882985083020607409749545410611
57,-26,8906472266030666485937078024748088,"{2: 3, 13: 1, 1874549: 1, 58506053: 1, 780862888898922251: 1}",780862888898922251
57,-24,6535253425706068004152220908780408,"{2: 3, 643: 1, 2837: 1, 447818610119915349061050961: 1}",447818610119915349061050961
57,-22,4509837332928806800960988788891348,"{2: 2, 118343: 1, 6357971: 1, 6877389697: 1, 217879382257: 1}",217879382257
57,-20,2921275691534876445516885165448948,"{2: 2, 26261: 1, 8351149: 1, 53560751287: 1, 62173941659: 1}",62173941659
57,-18,1773981172750371188807254770740548,"{2: 2, 5623: 1, 12340171: 1, 6391455266824000553989: 1}",6391455266824000553989
57,-16,1009118160227367684334167840934948,"{2: 2, 257: 1, 981632451583042494488490117641: 1}",981632451583042494488490117641
57,-14,537452635838182189909097567554828,"{2: 2, 1193: 1, 12529009289: 1, 8989241144469711091: 1}",8989241144469711091
57,-12,267929479044361907380485982766188,"{2: 2, 59: 1, 34345057: 1, 33055539920354392341569: 1}",33055539920354392341569
57,-10,125000532259760242403191960529788,"{2: 2, 263: 1, 1983302677: 1, 18077: 1, 3314215669754761: 1}",3314215669754761
57,-8,54571775873144929225974616239388,"{2: 2, 73: 1, 181: 1, 7127: 1, 144877152561367877716997: 1}",144877152561367877716997
57,-6,22291929195946244019750000106288,"{2: 4, 30307: 1, 477259: 1, 3755243: 1, 25650306041177: 1}",25650306041177
57,-4,8519194613674804998427497222832,"{2: 4, 127: 1, 241: 1, 761: 1, 2999: 1, 27409: 1, 2627357: 1, 105848423: 1}",105848423
57,-2,3045415484823335643799322999920,"{2: 4, 5: 1, 649643: 1, 993763: 1, 144975811: 1, 406727401: 1}",406727401
57,0,1018089881545013660603702917360,"{2: 4, 5: 1, 2143: 1, 4281157: 1, 81956047: 1, 16925121911: 1}",16925121911
58,-55,83076743456385645728161494705383284,"{2: 2, 37: 1, 9349: 1, 25309: 1, 10814953: 1, 219357741909100321: 1}",219357741909100321
58,-53,83076624133125315489959010024756496,"{2: 4, 7: 1, 741755572617190316874634018078183: 1}",741755572617190316874634018078183
58,-51,83075510449362233266735819672239808,"{2: 6, 7: 2, 11: 1, 563808281757289: 1, 4271425424532857: 1}",4271425424532857
58,-49,83068704604143397458149656406860048,"{2: 4, 7: 1, 11: 1, 2658787: 1, 25359645806253843649961447: 1}",25359645806253843649961447
58,-47,83038078300658636319511921712651128,"{2: 3, 7: 1, 11: 1, 17: 2, 195484769: 1, 4463052907: 1, 534630553409: 1}",534630553409
58,-45,82929865361679146962991925793112944,"{2: 4, 7: 1, 11: 1, 1153973: 1, 58331696152301957290915879: 1}",58331696152301957290915879
58,-43,82617250204627288821934159803335968,"{2: 5, 7: 1, 11: 1, 13161822733: 1, 2547498841736784065089: 1}",2547498841736784065089
58,-41,81858041966072776193651013828163312,"{2: 4, 11: 1, 29: 1, 239: 1, 16109881: 1, 4165435875153139635767: 1}",4165435875153139635767
58,-39,80276358135750874884727793046553612,"{2: 2, 11: 1, 7307: 1, 249686969331247977918831858139: 1}",249686969331247977918831858139
58,-37,77405894888129646583348614591039712,"{2: 5, 11: 1, 219903110477641041429967655088181: 1}",219903110477641041429967655088181
58,-35,72813153691935681301141929062217472,"{2: 8, 11: 1, 113: 1, 228822511350863841578910426709: 1}",228822511350863841578910426709
58,-33,66271976836750336808302104218137312,"{2: 5, 1699: 1, 1218951898851352575196845648509: 1}",1218951898851352575196845648509
58,-31,57913806410680174400784550250701552,"{2: 4, 8466767: 1, 427508268583216108350334241: 1}",427508268583216108350334241
58,-29,48269763611368448545956603365198752,"{2: 5, 79813: 1, 923918773: 1, 20455861132765033589: 1}",20455861132765033589
58,-27,38166480678756164317089230437529152,"{2: 6, 18973: 1, 1881511: 1, 34729031: 1, 481023957780701: 1}",481023957780701
58,-25,28512232543148870498393740751089312,"{2: 5, 857: 1, 98282917: 1, 67531: 1, 156645962547535819: 1}",156645962547535819
58,-23,20064765424492488407035187275454452,"{2: 2, 283: 1, 17725057795488063963812002893511: 1}",17725057795488063963812002893511
58,-21,13273664407533436137511644285238192,"{2: 4, 17: 1, 10717481: 1, 4553330842611462408083731: 1}",4553330842611462408083731
58,-19,8243219209785990011938649477670592,"{2: 6, 367: 1, 150097: 1, 167490767: 1, 13960080654144491: 1}",13960080654144491
58,-17,4801335653432474241809758293545392,"{2: 4, 389: 1, 397: 1, 1093: 1, 2111: 1, 216948469: 1, 3881834291197: 1}",3881834291197
58,-15,2621476067741914254061460543599432,"{2: 3, 17: 1, 5081899: 1, 3792983552335794642186763: 1}",3792983552335794642186763
58,-13,1341241072971267912050555515853392,"{2: 4, 3089: 1, 19361855267: 1, 1401593207343516199: 1}",1401593207343516199
58,-11,642931075823642634590061864355552,"{2: 5, 11: 1, 17: 1, 3853: 1, 2068639: 1, 13479975897945179159: 1}",13479975897945179159
58,-9,288715859879195030081115809247952,"{2: 4, 18044741242449689380069738077997: 1}",18044741242449689380069738077997
58,-7,121447563460983661285224616558252,"{2: 2, 109: 1, 278549457479320324048680313207: 1}",278549457479320324048680313207
58,-5,47849513036970659015032491774784,"{2: 6, 1188251747: 1, 629200540281357185423: 1}",629200540281357185423
58,-3,17655441068144811929825466222592,"{2: 11, 14407: 1, 598377235653160543493447: 1}",598377235653160543493447
58,-1,6099685129458376625610431752000,"{2: 6, 5: 3, 359: 1, 49787: 1, 287998937: 1, 148120830589: 1}",148120830589
59,-56,332306980105714179240972425383671388,"{2: 2, 7: 1, 59: 1, 349: 1, 4003: 1, 47387: 1, 10288676582887: 1, 295324633: 1}",10288676582887
59,-54,332306615855761592198038524779652772,"{2: 2, 13: 1, 20584547: 1, 624237307: 1, 497329945170984509: 1}",497329945170984509
59,-52,332303155481212015290166469041475920,"{2: 4, 5: 1, 7: 1, 31: 1, 18973: 1, 279731: 1, 2444129: 1, 1475652220905311: 1}",1475652220905311
59,-50,332281624261792425641184788892819952,"{2: 4, 7: 1, 11: 2, 13: 1, 103: 1, 439: 1, 17712061: 1, 2354988199260782521: 1}",2354988199260782521
59,-48,332182939506119306416685421544813432,"{2: 3, 7: 2, 11: 1, 943538473: 1, 81646760588693194983157: 1}",81646760588693194983157
59,-46,331827674385696077208487699091989960,"{2: 3, 5: 1, 7: 1, 11: 1, 127: 1, 149: 1, 5693402627354742445777997419: 1}",5693402627354742445777997419
59,-44,330781615975561013428794405203120848,"{2: 4, 7: 1, 11: 1, 412020339517: 1, 651646401057481289717: 1}",651646401057481289717
59,-42,328191376102845617402887201287825904,"{2: 4, 11: 1, 734203: 1, 2539793119691798278687656743: 1}",2539793119691798278687656743
59,-40,322687116373325400847834392967824148,"{2: 2, 11: 1, 31: 1, 8089: 1, 517927: 1, 1724075813: 1, 32752730324563: 1}",32752730324563
59,-38,312494042800139814634773636819672748,"{2: 2, 11: 1, 3803: 1, 1867509160233188001307422589939: 1}",1867509160233188001307422589939
59,-36,295845355963936690486774401777692128,"{2: 5, 11: 1, 157: 1, 467: 1, 1399553: 1, 4468421: 1, 1832998570129487: 1}",1832998570129487
59,-34,271629084202186691726048241716629408,"{2: 5, 3391: 1, 2503217010120417020477442510659: 1}",2503217010120417020477442510659
59,-32,240013396068790860010655754970241968,"{2: 4, 179: 1, 117119: 1, 174289: 1, 83000539: 1, 49463429224213: 1}",49463429224213
59,-30,202723097244785520038654360346297808,"{2: 4, 28069: 1, 573537253: 1, 787036144548059825509: 1}",787036144548059825509
59,-28,162769205647636941497224294677786208,"{2: 5, 157: 1, 2029: 1, 15967633883493969360791639723: 1}",15967633883493969360791639723
59,-26,123703178308202775812270452690797088,"{2: 5, 477496320933030821: 1, 8095820119781629: 1}",477496320933030821
59,-24,88706528816626335719499302577452668,"{2: 2, 191: 1, 116108022011291015339658773007137: 1}",116108022011291015339658773007137
59,-22,59885758647092796819570120131169028,"{2: 2, 13: 1, 62969: 1, 171540725785309: 1, 106616929853009: 1}",171540725785309
59,-20,38003322036891406173327592718249968,"{2: 4, 277: 1, 751394633926633: 1, 11411788679494603: 1}",11411788679494603
59,-18,22647226170083412737367924358306768,"{2: 4, 31: 2, 1327: 1, 21323: 1, 393622513: 1, 132242937460841: 1}",132242937460841
59,-16,12665763856658217003994139924343688,"{2: 3, 12917: 1, 10675404133109: 1, 11481415007578937: 1}",11481415007578937
59,-14,6645199286655717990213127091159608,"{2: 3, 2371: 1, 13411: 1, 226753: 1, 115205248407574244207: 1}",115205248407574244207
59,-12,3270034300442195815820741108920048,"{2: 4, 631: 1, 323894047191184213135968810313: 1}",323894047191184213135968810313
